CustomerID,Recency,Frequency,Amount,Country,Label
12596.0,36,27.0,618.27,Spain,0
12597.0,20,198.0,3683.1300000000015,Spain,1
12598.0,10,131.0,3002.679999999999,France,0
12599.0,33,62.0,1032.5800000000006,France,0
12600.0,29,63.0,2581.0400000000004,Germany,0
12601.0,39,27.0,569.5600000000001,Germany,0
12602.0,0,12.0,153.12000000000003,France,0
12603.0,22,3.0,739.1999999999999,Germany,0
12604.0,80,16.0,254.17999999999995,France,0
12605.0,454,-3.0,-7.5,Germany,3
12607.0,0,0.0,3.3395508580724714e-13,USA,0
12609.0,79,60.0,1126.85,Germany,0
12610.0,23,101.0,2057.9900000000007,Italy,0
12611.0,53,65.0,1193.32,Italy,0
12612.0,58,17.0,643.5900000000001,Germany,0
12613.0,58,143.0,3218.979999999998,Germany,0
12614.0,160,20.0,315.6,Germany,3
12615.0,72,105.0,2291.1900000000005,France,0
12616.0,86,28.0,657.25,France,0
12617.0,60,42.0,355.5300000000002,France,0
12618.0,22,11.0,177.31,Italy,0
12619.0,17,85.0,3214.81,Germany,0
12620.0,15,92.0,1339.41,France,0
12621.0,5,460.0,13612.069999999998,Germany,2
12622.0,233,11.0,180.09999999999997,Germany,3
12623.0,129,18.0,305.1,Germany,0
12624.0,107,38.0,641.1300000000001,France,0
12625.0,5,81.0,2614.32,Germany,0
12626.0,24,281.0,6388.349999999999,Germany,1
12627.0,11,230.0,4478.53,Germany,1
12628.0,19,39.0,769.6099999999998,Germany,0
12630.0,10,64.0,1270.88,Finland,0
12631.0,58,31.0,640.5000000000002,Finland,0
12633.0,0,99.0,2140.63,Germany,0
12635.0,31,101.0,1689.18,Germany,0
12637.0,92,386.0,5953.25,France,1
12638.0,182,39.0,671.69,Sweden,3
12639.0,239,22.0,486.1,Sweden,3
12640.0,24,53.0,1174.58,France,0
12641.0,116,10.0,185.9,Sweden,0
12642.0,26,47.0,1013.26,Germany,0
12643.0,39,24.0,3344.6400000000003,France,0
12644.0,305,31.0,477.9100000000001,Germany,3
12645.0,110,72.0,1755.3800000000006,Germany,0
12646.0,50,45.0,1346.9700000000005,USA,0
12647.0,23,116.0,3669.920000000001,Germany,0
12648.0,125,21.0,318.05,Germany,0
12649.0,35,29.0,603.7099999999999,Germany,0
12650.0,181,20.0,314.44,France,3
12651.0,100,9.0,114.00000000000004,France,0
12652.0,9,45.0,914.5299999999996,France,0
12653.0,149,43.0,2209.8500000000004,Israel,0
12654.0,11,38.0,601.98,Germany,0
12656.0,2,122.0,3982.720000000002,France,0
12657.0,12,38.0,1152.06,France,0
12658.0,19,36.0,686.0500000000001,Germany,0
12659.0,60,5.0,91.68,France,0
12660.0,12,13.0,245.1,France,0
12662.0,23,228.0,3817.079999999998,Germany,1
12664.0,0,36.0,4863.879999999999,Finland,0
12665.0,9,2.0,61.75,Germany,0
12666.0,360,-2.0,-227.44,Israel,3
12667.0,0,33.0,620.13,Finland,0
12668.0,12,154.0,3743.180000000002,Germany,0
12669.0,3,100.0,1607.7300000000002,France,0
12670.0,11,90.0,2986.1500000000005,France,0
12672.0,330,10.0,225.9,France,3
12673.0,242,42.0,610.52,Germany,3
12674.0,12,75.0,1919.31,France,0
12676.0,25,45.0,1331.3900000000006,Sweden,0
12678.0,43,163.0,17588.260000000002,France,2
12679.0,0,40.0,1058.67,France,0
12680.0,31,52.0,862.81,France,0
12681.0,15,630.0,13677.59,France,2
12682.0,2,525.0,12288.219999999998,France,1
12683.0,5,326.0,8221.09,France,1
12684.0,25,105.0,2283.63,France,0
12685.0,29,157.0,2863.0800000000004,France,0
12686.0,638,7.0,89.14,France,3
12688.0,114,171.0,4873.810000000005,Israel,1
12689.0,26,72.0,1247.61,France,0
12690.0,206,16.0,389.00999999999993,France,3
12691.0,0,32.0,1035.8,France,0
12693.0,5,37.0,830.9599999999997,Germany,0
12694.0,71,37.0,869.6699999999998,France,0
12695.0,108,27.0,582.1,France,0
12697.0,22,39.0,939.02,Sweden,0
12700.0,127,266.0,4867.990000000006,France,1
12701.0,36,53.0,797.7099999999999,Germany,0
12702.0,20,12.0,219.0,Germany,0
12703.0,71,20.0,274.69999999999993,Germany,0
12704.0,23,86.0,2220.84,Finland,0
12705.0,16,320.0,6814.240000000004,Germany,1
12707.0,292,33.0,603.42,France,3
12708.0,37,140.0,2616.320000000001,Germany,0
12709.0,0,159.0,9294.099999999991,Germany,1
12710.0,202,75.0,1130.5700000000006,Germany,3
12712.0,9,124.0,4241.629999999999,Germany,0
12713.0,89,38.0,848.5499999999998,Germany,0
12714.0,10,259.0,4708.859999999994,France,1
12715.0,107,21.0,353.86,Sweden,0
12716.0,134,69.0,1053.4899999999996,France,0
12717.0,33,54.0,980.98,Greece,0
12718.0,72,19.0,238.25000000000003,France,0
12719.0,30,36.0,608.0999999999999,France,0
12720.0,3,349.0,5713.2800000000025,Germany,1
12721.0,80,158.0,2628.980000000001,France,0
12722.0,3,49.0,904.33,France,0
12723.0,17,69.0,725.0699999999998,France,0
12724.0,39,53.0,1031.41,France,0
12725.0,638,24.0,427.8,Italy,3
12726.0,29,124.0,2609.1000000000004,France,0
12727.0,11,137.0,3947.7,France,0
12728.0,39,46.0,836.3299999999999,France,0
12729.0,114,26.0,453.0100000000001,France,0
12731.0,24,271.0,18793.410000000007,France,2
12732.0,180,12.0,236.2600000000001,France,3
12733.0,235,22.0,383.95,USA,3
12734.0,353,4.0,110.4,France,3
12735.0,192,43.0,779.5699999999998,France,3
12736.0,39,4.0,234.00000000000003,France,0
12738.0,665,11.0,155.35,Germany,3
12739.0,79,38.0,1013.04,United Arab Emirates,0
12740.0,153,27.0,427.5999999999999,France,0
12743.0,135,134.0,546.4299999999997,,0
12744.0,52,215.0,9120.39,Singapore,1
12747.0,23,103.0,4196.010000000001,United Kingdom,0
12748.0,4,4550.0,29072.100000000413,United Kingdom,1
12749.0,23,167.0,3868.2000000000016,United Kingdom,1
12750.0,277,15.0,275.88,Poland,3
12752.0,82,53.0,4366.779999999999,Norway,0
12753.0,23,164.0,21024.01,Japan,2
12754.0,160,61.0,2949.12,Japan,0
12755.0,160,2.0,2203.2,Japan,0
12756.0,87,4.0,112.08,Japan,0
12757.0,4,365.0,4227.700000000004,Portugal,1
12758.0,117,97.0,2791.590000000001,Portugal,0
12759.0,53,95.0,1531.4400000000007,Netherlands,0
12762.0,26,69.0,1898.5200000000004,Portugal,0
12763.0,139,18.0,494.08,Japan,0
12764.0,317,45.0,1693.8800000000003,Lebanon,3
12766.0,58,310.0,6989.629999999999,Portugal,1
12769.0,239,32.0,1143.6,Brazil,3
12770.0,211,12.0,1351.4499999999998,Japan,3
12772.0,30,55.0,892.4700000000004,Portugal,0
12775.0,18,65.0,1351.2400000000002,Netherlands,0
12778.0,20,49.0,804.2300000000001,Netherlands,0
12779.0,22,139.0,3868.700000000003,Poland,0
12781.0,22,20.0,707.72,Czech Republic,0
12782.0,150,99.0,2273.320000000001,Portugal,0
12783.0,54,82.0,1603.8699999999997,Portugal,0
12784.0,10,59.0,574.42,Portugal,0
12785.0,151,13.0,305.71,Portugal,0
12787.0,10,20.0,463.66,Netherlands,0
12789.0,214,4.0,91.85,Netherlands,3
12790.0,193,21.0,324.9200000000001,Netherlands,3
12791.0,697,2.0,192.6,Netherlands,3
12792.0,257,25.0,400.54,Portugal,3
12793.0,100,24.0,545.48,Portugal,0
12794.0,54,45.0,860.4099999999999,Portugal,0
12795.0,19,14.0,430.4800000000001,Portugal,0
12797.0,361,9.0,194.18,Portugal,3
12798.0,11,8.0,6977.039999999999,Japan,0
12802.0,95,24.0,412.5799999999999,Netherlands,0
12808.0,126,28.0,483.65000000000015,Portugal,0
12809.0,169,24.0,484.36,Portugal,3
12811.0,261,31.0,514.85,Portugal,3
12812.0,45,15.0,229.63999999999996,Japan,0
12814.0,102,2.0,125.92,Poland,0
12815.0,148,47.0,1063.46,Poland,0
12816.0,177,29.0,572.2,Poland,3
12817.0,282,4.0,166.04,Austria,3
12818.0,179,12.0,1517.88,Austria,3
12820.0,45,59.0,942.34,United Kingdom,0
12821.0,96,6.0,92.72,United Kingdom,0
12822.0,71,45.0,918.98,United Kingdom,0
12823.0,75,5.0,1759.5,United Kingdom,0
12824.0,30,25.0,397.12,United Kingdom,0
12826.0,60,88.0,1468.1199999999997,United Kingdom,0
12827.0,45,25.0,430.15,United Kingdom,0
12828.0,113,56.0,1018.7100000000004,United Kingdom,0
12829.0,162,10.0,253.05,United Kingdom,3
12830.0,92,37.0,6748.4000000000015,United Kingdom,0
12831.0,263,9.0,215.05,United Kingdom,3
12832.0,152,27.0,383.03,United Kingdom,0
12833.0,146,24.0,417.38,United Kingdom,0
12834.0,310,18.0,312.38,United Kingdom,3
12836.0,30,175.0,2612.8599999999988,United Kingdom,0
12837.0,174,12.0,134.1,United Kingdom,3
12838.0,182,123.0,683.1299999999994,United Kingdom,3
12839.0,12,312.0,5583.620000000003,United Kingdom,1
12840.0,65,110.0,2714.269999999999,United Kingdom,0
12841.0,4,401.0,3876.399999999998,United Kingdom,1
12842.0,71,34.0,1118.99,United Kingdom,0
12843.0,66,98.0,1680.76,United Kingdom,0
12844.0,60,52.0,325.9599999999999,United Kingdom,0
12845.0,268,27.0,354.09000000000003,United Kingdom,3
12847.0,23,91.0,871.5399999999998,United Kingdom,0
12849.0,121,51.0,1050.89,United Kingdom,0
12851.0,245,50.0,135.17999999999995,United Kingdom,3
12852.0,291,14.0,299.75,United Kingdom,3
12853.0,96,72.0,1881.7,United Kingdom,0
12854.0,6,105.0,1289.1500000000003,United Kingdom,0
12855.0,666,3.0,38.1,United Kingdom,3
12856.0,19,311.0,2162.680000000001,United Kingdom,1
12857.0,69,46.0,1106.4000000000003,United Kingdom,0
12863.0,53,4.0,504.2000000000001,United Kingdom,0
12864.0,139,3.0,147.12,United Kingdom,0
12865.0,27,94.0,1548.0699999999993,Austria,0
12866.0,341,26.0,559.1199999999999,Belgium,3
12867.0,27,525.0,3986.2199999999953,United Kingdom,1
12868.0,9,107.0,1607.0600000000009,United Kingdom,0
12870.0,485,-2.0,-14.9,United Kingdom,3
12871.0,85,11.0,380.64,United Kingdom,0
12872.0,327,66.0,599.9699999999998,United Kingdom,3
12873.0,310,4.0,374.0,United Kingdom,3
12875.0,144,2.0,343.2300000000001,United Kingdom,0
12876.0,58,85.0,2218.0200000000004,Belgium,0
12877.0,25,154.0,1535.770000000001,United Kingdom,0
12878.0,19,45.0,841.6399999999999,United Kingdom,0
12879.0,45,8.0,552.57,United Kingdom,0
12881.0,98,7.0,298.0,United Kingdom,0
12882.0,10,13.0,1463.0399999999995,United Kingdom,0
12883.0,25,42.0,703.4700000000001,United Kingdom,0
12884.0,1,7.0,309.05000000000007,United Kingdom,0
12885.0,32,70.0,1158.2699999999995,United Kingdom,0
12886.0,66,78.0,1351.09,United Kingdom,0
12888.0,96,3.0,313.77,United Kingdom,0
12890.0,24,82.0,380.47,United Kingdom,0
12891.0,157,3.0,331.0,United Kingdom,3
12893.0,90,34.0,188.14,United Kingdom,0
12895.0,43,20.0,347.29999999999995,United Kingdom,0
12897.0,38,4.0,216.5,United Kingdom,0
12901.0,11,107.0,16293.099999999997,United Kingdom,2
12902.0,265,10.0,138.68,United Kingdom,3
12904.0,19,72.0,509.57999999999976,United Kingdom,0
12906.0,12,63.0,2919.809999999999,United Kingdom,0
12908.0,0,0.0,246.0,United Kingdom,0
12909.0,40,86.0,2128.83,United Kingdom,0
12910.0,6,75.0,3075.0400000000013,United Kingdom,0
12912.0,15,24.0,1662.3,United Kingdom,0
12913.0,16,50.0,2483.63,United Kingdom,0
12915.0,149,22.0,363.65,United Kingdom,0
12916.0,139,105.0,2982.350000000001,United Kingdom,0
12917.0,277,2.0,594.0,United Kingdom,3
12919.0,2,48.0,1301.4399999999998,United Kingdom,0
12920.0,18,28.0,164.23000000000002,United Kingdom,0
12921.0,4,699.0,16389.740000000016,United Kingdom,2
12922.0,337,28.0,405.38,United Kingdom,3
12923.0,183,29.0,176.97,United Kingdom,3
12924.0,1,29.0,929.9500000000004,United Kingdom,0
12925.0,75,45.0,694.0499999999998,United Kingdom,0
12928.0,6,84.0,2062.7,United Kingdom,0
12929.0,93,7.0,105.1,United Kingdom,0
12930.0,79,23.0,409.9,United Kingdom,0
12931.0,22,62.0,33462.810000000005,United Kingdom,2
12933.0,25,105.0,606.2799999999999,United Kingdom,0
12935.0,27,128.0,2156.45,United Kingdom,0
12936.0,17,61.0,1012.9000000000004,United Kingdom,0
12937.0,16,120.0,1504.2700000000004,United Kingdom,0
12938.0,26,9.0,114.14,United Kingdom,0
12939.0,37,47.0,11581.8,United Kingdom,1
12940.0,47,95.0,876.29,United Kingdom,0
12942.0,132,75.0,683.9000000000001,United Kingdom,0
12943.0,38,-1.0,-3.75,United Kingdom,0
12944.0,243,30.0,604.51,United Kingdom,3
12945.0,289,23.0,462.9500000000001,United Kingdom,3
12947.0,65,91.0,1407.29,United Kingdom,0
12948.0,17,114.0,2053.7,United Kingdom,0
12949.0,90,211.0,4143.020000000001,United Kingdom,1
12950.0,25,23.0,1843.0,United Kingdom,0
12951.0,164,61.0,1042.0700000000002,United Kingdom,0
12952.0,44,78.0,1382.8400000000004,United Kingdom,0
12953.0,10,17.0,329.85,United Kingdom,0
12955.0,17,177.0,4734.259999999999,United Kingdom,1
12956.0,191,19.0,108.07,United Kingdom,3
12957.0,10,232.0,3979.040000000002,United Kingdom,1
12962.0,114,16.0,266.39000000000004,United Kingdom,0
12963.0,11,94.0,1841.0299999999995,United Kingdom,0
12965.0,31,109.0,771.9099999999996,United Kingdom,0
12966.0,10,10.0,160.18,United Kingdom,0
12967.0,69,5.0,1194.7500000000002,United Kingdom,0
12968.0,113,5.0,135.95,United Kingdom,0
12970.0,301,151.0,452.24,United Kingdom,3
12971.0,9,302.0,10930.259999999998,United Kingdom,1
12974.0,198,8.0,144.8,United Kingdom,3
12976.0,5,22.0,738.6,United Kingdom,0
12977.0,186,9.0,39.24,United Kingdom,3
12980.0,9,16.0,7092.06,United Kingdom,0
12981.0,60,20.0,372.22,United Kingdom,0
12982.0,36,22.0,377.2,United Kingdom,0
12984.0,19,4.0,97.5,United Kingdom,0
12985.0,29,74.0,1215.62,United Kingdom,0
12987.0,74,26.0,545.0,United Kingdom,0
12988.0,293,92.0,535.32,United Kingdom,3
12989.0,1,60.0,6854.509999999997,United Kingdom,0
12990.0,121,13.0,409.50000000000006,United Kingdom,0
12991.0,24,31.0,503.76,United Kingdom,0
12993.0,24,27.0,414.75999999999993,United Kingdom,0
12994.0,32,49.0,902.22,United Kingdom,0
12995.0,78,1.0,200.72,United Kingdom,0
12997.0,1,51.0,1197.94,United Kingdom,0
12999.0,128,28.0,455.8799999999999,United Kingdom,0
13000.0,107,31.0,534.8500000000001,United Kingdom,0
13001.0,23,336.0,9797.920000000013,United Kingdom,1
13002.0,319,7.0,120.95,United Kingdom,3
13003.0,33,6.0,149.05,United Kingdom,0
13004.0,12,399.0,5613.429999999999,United Kingdom,1
13005.0,128,23.0,468.9500000000001,United Kingdom,0
13006.0,57,4.0,81.57,United Kingdom,0
13008.0,324,13.0,178.47,United Kingdom,3
13011.0,665,3.0,50.55,United Kingdom,3
13012.0,10,71.0,1311.6200000000008,United Kingdom,0
13013.0,3,216.0,4786.990000000001,United Kingdom,1
13014.0,11,96.0,3365.4300000000003,United Kingdom,0
13015.0,54,176.0,3346.2800000000016,United Kingdom,0
13016.0,74,47.0,789.8899999999996,United Kingdom,0
13017.0,301,1.0,204.0,United Kingdom,3
13018.0,17,457.0,7272.749999999996,United Kingdom,1
13021.0,26,128.0,2584.4,United Kingdom,0
13023.0,183,40.0,689.9000000000001,United Kingdom,3
13026.0,25,37.0,936.1499999999996,United Kingdom,0
13027.0,114,26.0,6912.0,United Kingdom,0
13028.0,23,43.0,659.6800000000001,United Kingdom,0
13029.0,90,10.0,1247.5,United Kingdom,0
13030.0,12,99.0,799.4800000000001,United Kingdom,0
13032.0,53,67.0,996.52,United Kingdom,0
13033.0,358,11.0,190.55,United Kingdom,3
13034.0,55,37.0,642.77,United Kingdom,0
13035.0,58,24.0,886.6300000000001,United Kingdom,0
13037.0,139,48.0,881.07,United Kingdom,0
13038.0,81,28.0,908.46,United Kingdom,0
13040.0,182,43.0,676.9900000000001,United Kingdom,3
13043.0,37,12.0,471.5700000000001,United Kingdom,0
13044.0,292,33.0,560.4700000000001,United Kingdom,3
13045.0,335,18.0,305.28,United Kingdom,3
13046.0,90,35.0,629.31,United Kingdom,0
13047.0,47,148.0,3079.1000000000013,United Kingdom,0
13048.0,15,135.0,1805.9099999999996,United Kingdom,0
13049.0,183,14.0,656.6800000000002,United Kingdom,3
13050.0,9,384.0,5684.610000000003,United Kingdom,1
13052.0,35,18.0,348.15000000000003,United Kingdom,0
13055.0,66,74.0,1201.96,United Kingdom,0
13058.0,0,8.0,271.4,United Kingdom,0
13059.0,250,8.0,183.4,United Kingdom,3
13060.0,254,15.0,307.53000000000003,United Kingdom,3
13061.0,73,10.0,248.61,United Kingdom,0
13062.0,338,11.0,346.98,United Kingdom,3
13064.0,1,69.0,1119.4900000000005,United Kingdom,0
13065.0,697,14.0,205.86,United Kingdom,3
13066.0,25,47.0,430.9000000000001,United Kingdom,0
13067.0,83,15.0,115.46000000000002,United Kingdom,0
13068.0,11,2.0,344.0,United Kingdom,0
13069.0,2,380.0,3717.819999999998,United Kingdom,1
13070.0,193,9.0,228.8,United Kingdom,3
13072.0,267,7.0,177.14999999999998,United Kingdom,3
13075.0,305,22.0,919.61,United Kingdom,3
13077.0,119,112.0,729.2700000000001,United Kingdom,0
13078.0,0,336.0,12432.279999999995,United Kingdom,1
13079.0,22,6.0,220.1,United Kingdom,0
13080.0,180,6.0,58.08,United Kingdom,3
13081.0,12,995.0,27964.480000000047,United Kingdom,2
13082.0,177,71.0,3595.4800000000005,United Kingdom,0
13083.0,76,18.0,303.75,United Kingdom,0
13085.0,217,15.0,272.38,United Kingdom,3
13089.0,6,1779.0,57385.880000000114,United Kingdom,0
13090.0,20,149.0,8689.390000000003,United Kingdom,1
13091.0,22,18.0,319.82,United Kingdom,0
